scenario_nr	par_space	w_corr	N	nC	I	missing	method	Tissues	PD	LCI	UCI	parspace	shared
36	alt	0	698	8	1000	OneK1K missing	FastGxC	global_eQTL_unadjusted	1	1	1	Extensive heterogeneity	Shared
36	alt	0	698	8	1000	OneK1K missing	FastGxC	global	1	1	1	Extensive heterogeneity	Shared
36	alt	0	698	8	1000	OneK1K missing	FastGxC	p.value_T1	1	1	1	Extensive heterogeneity	Shared
36	alt	0	698	8	1000	OneK1K missing	FastGxC	p.value_T2	0.546	0.51514167570478	0.57685832429522	Extensive heterogeneity	Shared
36	alt	0	698	8	1000	OneK1K missing	FastGxC	p.value_T3	0.095	0.0768266837888849	0.113173316211115	Extensive heterogeneity	Shared
36	alt	0	698	8	1000	OneK1K missing	FastGxC	p.value_T4	0.033	0.0219281983206359	0.0440718016793641	Extensive heterogeneity	Shared
36	alt	0	698	8	1000	OneK1K missing	FastGxC	p.value_T5	0.182	0.158085547813306	0.205914452186694	Extensive heterogeneity	Shared
36	alt	0	698	8	1000	OneK1K missing	FastGxC	p.value_T6	0.49	0.459016446955014	0.520983553044986	Extensive heterogeneity	Shared
36	alt	0	698	8	1000	OneK1K missing	FastGxC	p.value_T7	0.788	0.762667437067089	0.813332562932911	Extensive heterogeneity	Shared
36	alt	0	698	8	1000	OneK1K missing	FastGxC	p.value_T8	0.739	0.711779846879992	0.766220153120008	Extensive heterogeneity	Shared
36	alt	0	698	8	1000	OneK1K missing	FastGxC	p.value_T1_nominal	1	1	1	Extensive heterogeneity	Shared
36	alt	0	698	8	1000	OneK1K missing	FastGxC	p.value_T2_nominal	0.648	0.618398963005242	0.677601036994758	Extensive heterogeneity	Shared
36	alt	0	698	8	1000	OneK1K missing	FastGxC	p.value_T3_nominal	0.131	0.110088093566368	0.151911906433632	Extensive heterogeneity	Shared
36	alt	0	698	8	1000	OneK1K missing	FastGxC	p.value_T4_nominal	0.059	0.0443960980465453	0.0736039019534547	Extensive heterogeneity	Shared
36	alt	0	698	8	1000	OneK1K missing	FastGxC	p.value_T5_nominal	0.244	0.217380254323143	0.270619745676856	Extensive heterogeneity	Shared
36	alt	0	698	8	1000	OneK1K missing	FastGxC	p.value_T6_nominal	0.574	0.543351527335422	0.604648472664578	Extensive heterogeneity	Shared
36	alt	0	698	8	1000	OneK1K missing	FastGxC	p.value_T7_nominal	0.861	0.839558406071333	0.882441593928667	Extensive heterogeneity	Shared
36	alt	0	698	8	1000	OneK1K missing	FastGxC	p.value_T8_nominal	0.825	0.801449827660127	0.848550172339873	Extensive heterogeneity	Shared
37	alt	0.2	698	8	1000	OneK1K missing	FastGxC	global_eQTL	1	1	1	Extensive heterogeneity	Shared
37	alt	0.2	698	8	1000	OneK1K missing	FastGxC	global_eQTL_unadjusted	1	1	1	Extensive heterogeneity	Shared
37	alt	0.2	698	8	1000	OneK1K missing	FastGxC	global	1	1	1	Extensive heterogeneity	Shared
37	alt	0.2	698	8	1000	OneK1K missing	FastGxC	p.value_T1	1	1	1	Extensive heterogeneity	Shared
37	alt	0.2	698	8	1000	OneK1K missing	FastGxC	p.value_T2	0.664	0.634724672013244	0.693275327986756	Extensive heterogeneity	Shared
37	alt	0.2	698	8	1000	OneK1K missing	FastGxC	p.value_T3	0.128	0.107293279648129	0.148706720351871	Extensive heterogeneity	Shared
37	alt	0.2	698	8	1000	OneK1K missing	FastGxC	p.value_T4	0.052	0.0382388752630849	0.0657611247369151	Extensive heterogeneity	Shared
37	alt	0.2	698	8	1000	OneK1K missing	FastGxC	p.value_T5	0.233	0.206798646078779	0.259201353921221	Extensive heterogeneity	Shared
37	alt	0.2	698	8	1000	OneK1K missing	FastGxC	p.value_T6	0.573	0.542342316279307	0.603657683720693	Extensive heterogeneity	Shared
37	alt	0.2	698	8	1000	OneK1K missing	FastGxC	p.value_T7	0.898	0.879242008046161	0.916757991953839	Extensive heterogeneity	Shared
37	alt	0.2	698	8	1000	OneK1K missing	FastGxC	p.value_T8	0.868	0.847020510353208	0.888979489646792	Extensive heterogeneity	Shared
37	alt	0.2	698	8	1000	OneK1K missing	FastGxC	p.value_T1_nominal	1	1	1	Extensive heterogeneity	Shared
37	alt	0.2	698	8	1000	OneK1K missing	FastGxC	p.value_T2_nominal	0.759	0.73249196714159	0.78550803285841	Extensive heterogeneity	Shared
37	alt	0.2	698	8	1000	OneK1K missing	FastGxC	p.value_T3_nominal	0.163	0.14010689910986	0.18589310089014	Extensive heterogeneity	Shared
37	alt	0.2	698	8	1000	OneK1K missing	FastGxC	p.value_T4_nominal	0.066	0.0506115989283204	0.0813884010716796	Extensive heterogeneity	Shared
37	alt	0.2	698	8	1000	OneK1K missing	FastGxC	p.value_T5_nominal	0.292	0.26381901650483	0.32018098349517	Extensive heterogeneity	Shared
37	alt	0.2	698	8	1000	OneK1K missing	FastGxC	p.value_T6_nominal	0.656	0.626557191653765	0.685442808346235	Extensive heterogeneity	Shared
37	alt	0.2	698	8	1000	OneK1K missing	FastGxC	p.value_T7_nominal	0.926	0.909775570141628	0.942224429858372	Extensive heterogeneity	Shared
37	alt	0.2	698	8	1000	OneK1K missing	FastGxC	p.value_T8_nominal	0.915	0.897715051062283	0.932284948937717	Extensive heterogeneity	Shared
38	alt	0.4	698	8	1000	OneK1K missing	FastGxC	global_eQTL	1	1	1	Extensive heterogeneity	Shared
38	alt	0.4	698	8	1000	OneK1K missing	FastGxC	global_eQTL_unadjusted	1	1	1	Extensive heterogeneity	Shared
38	alt	0.4	698	8	1000	OneK1K missing	FastGxC	global	1	1	1	Extensive heterogeneity	Shared
38	alt	0.4	698	8	1000	OneK1K missing	FastGxC	p.value_T1	1	1	1	Extensive heterogeneity	Shared
38	alt	0.4	698	8	1000	OneK1K missing	FastGxC	p.value_T2	0.774	0.748077744258049	0.799922255741951	Extensive heterogeneity	Shared
38	alt	0.4	698	8	1000	OneK1K missing	FastGxC	p.value_T3	0.172	0.148610147512052	0.195389852487948	Extensive heterogeneity	Shared
38	alt	0.4	698	8	1000	OneK1K missing	FastGxC	p.value_T4	0.048	0.0347508754149401	0.0612491245850599	Extensive heterogeneity	Shared
38	alt	0.4	698	8	1000	OneK1K missing	FastGxC	p.value_T5	0.316	0.287184929718286	0.344815070281714	Extensive heterogeneity	Shared
38	alt	0.4	698	8	1000	OneK1K missing	FastGxC	p.value_T6	0.742	0.714881860115443	0.769118139884557	Extensive heterogeneity	Shared
38	alt	0.4	698	8	1000	OneK1K missing	FastGxC	p.value_T7	0.964	0.952453832371156	0.975546167628844	Extensive heterogeneity	Shared
38	alt	0.4	698	8	1000	OneK1K missing	FastGxC	p.value_T8	0.942	0.927512697141033	0.956487302858967	Extensive heterogeneity	Shared
38	alt	0.4	698	8	1000	OneK1K missing	FastGxC	p.value_T1_nominal	1	1	1	Extensive heterogeneity	Shared
38	alt	0.4	698	8	1000	OneK1K missing	FastGxC	p.value_T2_nominal	0.828	0.804610147512052	0.851389852487948	Extensive heterogeneity	Shared
38	alt	0.4	698	8	1000	OneK1K missing	FastGxC	p.value_T3_nominal	0.2	0.175208198707818	0.224791801292182	Extensive heterogeneity	Shared
38	alt	0.4	698	8	1000	OneK1K missing	FastGxC	p.value_T4_nominal	0.064	0.0488303345720856	0.0791696654279144	Extensive heterogeneity	Shared
38	alt	0.4	698	8	1000	OneK1K missing	FastGxC	p.value_T5_nominal	0.374	0.344010373377846	0.403989626622154	Extensive heterogeneity	Shared
38	alt	0.4	698	8	1000	OneK1K missing	FastGxC	p.value_T6_nominal	0.798	0.773115711863495	0.822884288136505	Extensive heterogeneity	Shared
38	alt	0.4	698	8	1000	OneK1K missing	FastGxC	p.value_T7_nominal	0.973	0.962954156845817	0.983045843154183	Extensive heterogeneity	Shared
38	alt	0.4	698	8	1000	OneK1K missing	FastGxC	p.value_T8_nominal	0.972	0.961775072456784	0.982224927543216	Extensive heterogeneity	Shared
39	alt	0.6	698	8	1000	OneK1K missing	FastGxC	global_eQTL	1	1	1	Extensive heterogeneity	Shared
39	alt	0.6	698	8	1000	OneK1K missing	FastGxC	global_eQTL_unadjusted	1	1	1	Extensive heterogeneity	Shared
39	alt	0.6	698	8	1000	OneK1K missing	FastGxC	global	1	1	1	Extensive heterogeneity	Shared
39	alt	0.6	698	8	1000	OneK1K missing	FastGxC	p.value_T1	1	1	1	Extensive heterogeneity	Shared
39	alt	0.6	698	8	1000	OneK1K missing	FastGxC	p.value_T2	0.941	0.926396098046545	0.955603901953454	Extensive heterogeneity	Shared
39	alt	0.6	698	8	1000	OneK1K missing	FastGxC	p.value_T3	0.238	0.211605462574885	0.264394537425115	Extensive heterogeneity	Shared
39	alt	0.6	698	8	1000	OneK1K missing	FastGxC	p.value_T4	0.059	0.0443960980465453	0.0736039019534547	Extensive heterogeneity	Shared
39	alt	0.6	698	8	1000	OneK1K missing	FastGxC	p.value_T5	0.492	0.461014215326879	0.522985784673121	Extensive heterogeneity	Shared
39	alt	0.6	698	8	1000	OneK1K missing	FastGxC	p.value_T6	0.893	0.873841314455941	0.912158685544059	Extensive heterogeneity	Shared
39	alt	0.6	698	8	1000	OneK1K missing	FastGxC	p.value_T7	0.999	0.99704101624257	1.00095898375743	Extensive heterogeneity	Shared
39	alt	0.6	698	8	1000	OneK1K missing	FastGxC	p.value_T8	0.994	0.989213512727833	0.998786487272167	Extensive heterogeneity	Shared
39	alt	0.6	698	8	1000	OneK1K missing	FastGxC	p.value_T1_nominal	1	1	1	Extensive heterogeneity	Shared
39	alt	0.6	698	8	1000	OneK1K missing	FastGxC	p.value_T2_nominal	0.957	0.944427018176646	0.969572981823354	Extensive heterogeneity	Shared
39	alt	0.6	698	8	1000	OneK1K missing	FastGxC	p.value_T3_nominal	0.262	0.234746209222676	0.289253790777324	Extensive heterogeneity	Shared
39	alt	0.6	698	8	1000	OneK1K missing	FastGxC	p.value_T4_nominal	0.074	0.0577755701416277	0.0902244298583723	Extensive heterogeneity	Shared
39	alt	0.6	698	8	1000	OneK1K missing	FastGxC	p.value_T5_nominal	0.539	0.508104663032955	0.569895336967045	Extensive heterogeneity	Shared
39	alt	0.6	698	8	1000	OneK1K missing	FastGxC	p.value_T6_nominal	0.918	0.900995010903074	0.935004989096926	Extensive heterogeneity	Shared
39	alt	0.6	698	8	1000	OneK1K missing	FastGxC	p.value_T7_nominal	0.999	0.99704101624257	1.00095898375743	Extensive heterogeneity	Shared
39	alt	0.6	698	8	1000	OneK1K missing	FastGxC	p.value_T8_nominal	0.994	0.989213512727833	0.998786487272167	Extensive heterogeneity	Shared
40	alt	0.8	698	8	1000	OneK1K missing	FastGxC	global_eQTL	1	1	1	Extensive heterogeneity	Shared
40	alt	0.8	698	8	1000	OneK1K missing	FastGxC	global_eQTL_unadjusted	1	1	1	Extensive heterogeneity	Shared
40	alt	0.8	698	8	1000	OneK1K missing	FastGxC	global	1	1	1	Extensive heterogeneity	Shared
40	alt	0.8	698	8	1000	OneK1K missing	FastGxC	p.value_T1	1	1	1	Extensive heterogeneity	Shared
40	alt	0.8	698	8	1000	OneK1K missing	FastGxC	p.value_T2	0.998	0.995230965546241	1.00076903445376	Extensive heterogeneity	Shared
40	alt	0.8	698	8	1000	OneK1K missing	FastGxC	p.value_T3	0.444	0.413205229497335	0.474794770502666	Extensive heterogeneity	Shared
40	alt	0.8	698	8	1000	OneK1K missing	FastGxC	p.value_T4	0.097	0.0786566846081899	0.11534331539181	Extensive heterogeneity	Shared
40	alt	0.8	698	8	1000	OneK1K missing	FastGxC	p.value_T5	0.798	0.773115711863495	0.822884288136505	Extensive heterogeneity	Shared
40	alt	0.8	698	8	1000	OneK1K missing	FastGxC	p.value_T6	0.996	0.992087919742433	0.999912080257567	Extensive heterogeneity	Shared
40	alt	0.8	698	8	1000	OneK1K missing	FastGxC	p.value_T7	1	1	1	Extensive heterogeneity	Shared
40	alt	0.8	698	8	1000	OneK1K missing	FastGxC	p.value_T8	1	1	1	Extensive heterogeneity	Shared
40	alt	0.8	698	8	1000	OneK1K missing	FastGxC	p.value_T1_nominal	1	1	1	Extensive heterogeneity	Shared
40	alt	0.8	698	8	1000	OneK1K missing	FastGxC	p.value_T2_nominal	0.998	0.995230965546241	1.00076903445376	Extensive heterogeneity	Shared
40	alt	0.8	698	8	1000	OneK1K missing	FastGxC	p.value_T3_nominal	0.476	0.445045969165667	0.506954030834333	Extensive heterogeneity	Shared
40	alt	0.8	698	8	1000	OneK1K missing	FastGxC	p.value_T4_nominal	0.104	0.0850801030989183	0.122919896901082	Extensive heterogeneity	Shared
40	alt	0.8	698	8	1000	OneK1K missing	FastGxC	p.value_T5_nominal	0.819	0.795136764382824	0.842863235617176	Extensive heterogeneity	Shared
40	alt	0.8	698	8	1000	OneK1K missing	FastGxC	p.value_T6_nominal	0.996	0.992087919742433	0.999912080257567	Extensive heterogeneity	Shared
40	alt	0.8	698	8	1000	OneK1K missing	FastGxC	p.value_T7_nominal	1	1	1	Extensive heterogeneity	Shared
40	alt	0.8	698	8	1000	OneK1K missing	FastGxC	p.value_T8_nominal	1	1	1	Extensive heterogeneity	Shared
1	null	0	698	8	1000	GTEx missing	FastGxC	global_eQTL	0.054	0.0399915353305104	0.0680084646694896	No Heterogeneity	No shared
1	null	0	698	8	1000	GTEx missing	FastGxC	global_eQTL_unadjusted	0.102	0.0832420080461607	0.120757991953839	No Heterogeneity	No shared
1	null	0	698	8	1000	GTEx missing	FastGxC	global	0.053	0.0391145162248678	0.0668854837751322	No Heterogeneity	No shared
1	null	0	698	8	1000	GTEx missing	FastGxC	p.value_T1	0.008	0.00247860369100093	0.0135213963089991	No Heterogeneity	No shared
1	null	0	698	8	1000	GTEx missing	FastGxC	p.value_T2	0.011	0.00453538628297627	0.0174646137170237	No Heterogeneity	No shared
1	null	0	698	8	1000	GTEx missing	FastGxC	p.value_T3	0.016	0.00822311581203576	0.0237768841879642	No Heterogeneity	No shared
1	null	0	698	8	1000	GTEx missing	FastGxC	p.value_T4	0.006	0.00121351272783268	0.0107864872721673	No Heterogeneity	No shared
1	null	0	698	8	1000	GTEx missing	FastGxC	p.value_T5	0.007	0.00183260411206526	0.0121673958879347	No Heterogeneity	No shared
1	null	0	698	8	1000	GTEx missing	FastGxC	p.value_T6	0.011	0.00453538628297627	0.0174646137170237	No Heterogeneity	No shared
1	null	0	698	8	1000	GTEx missing	FastGxC	p.value_T7	0.004	8.79197424330123e-05	0.00791208025756699	No Heterogeneity	No shared
1	null	0	698	8	1000	GTEx missing	FastGxC	p.value_T8	0.003	0	0.0063896612415839	No Heterogeneity	No shared
1	null	0	698	8	1000	GTEx missing	FastGxC	p.value_T1_nominal	0.05	0.0364918804423795	0.0635081195576206	No Heterogeneity	No shared
1	null	0	698	8	1000	GTEx missing	FastGxC	p.value_T2_nominal	0.061	0.0461664259266171	0.0758335740733829	No Heterogeneity	No shared
1	null	0	698	8	1000	GTEx missing	FastGxC	p.value_T3_nominal	0.08	0.0631853822760347	0.0968146177239653	No Heterogeneity	No shared
1	null	0	698	8	1000	GTEx missing	FastGxC	p.value_T4_nominal	0.049	0.0356206076526052	0.0623793923473948	No Heterogeneity	No shared
1	null	0	698	8	1000	GTEx missing	FastGxC	p.value_T5_nominal	0.05	0.0364918804423795	0.0635081195576206	No Heterogeneity	No shared
1	null	0	698	8	1000	GTEx missing	FastGxC	p.value_T6_nominal	0.052	0.0382388752630849	0.0657611247369151	No Heterogeneity	No shared
1	null	0	698	8	1000	GTEx missing	FastGxC	p.value_T7_nominal	0.034	0.0227675081345733	0.0452324918654267	No Heterogeneity	No shared
1	null	0	698	8	1000	GTEx missing	FastGxC	p.value_T8_nominal	0.042	0.0295675852261337	0.0544324147738663	No Heterogeneity	No shared
2	null	0.2	698	8	1000	GTEx missing	FastGxC	global_eQTL	0.047	0.0338827296270257	0.0601172703729744	No Heterogeneity	No shared
2	null	0.2	698	8	1000	GTEx missing	FastGxC	global_eQTL_unadjusted	0.107	0.0878413144559408	0.126158685544059	No Heterogeneity	No shared
2	null	0.2	698	8	1000	GTEx missing	FastGxC	global	0.055	0.0408698965960763	0.0691301034039237	No Heterogeneity	No shared
2	null	0.2	698	8	1000	GTEx missing	FastGxC	p.value_T1	0.005	0.000628357558885532	0.00937164244111447	No Heterogeneity	No shared
2	null	0.2	698	8	1000	GTEx missing	FastGxC	p.value_T2	0.01	0.0038331172927587	0.0161668827072413	No Heterogeneity	No shared
2	null	0.2	698	8	1000	GTEx missing	FastGxC	p.value_T3	0.011	0.00453538628297627	0.0174646137170237	No Heterogeneity	No shared
2	null	0.2	698	8	1000	GTEx missing	FastGxC	p.value_T4	0.007	0.00183260411206526	0.0121673958879347	No Heterogeneity	No shared
2	null	0.2	698	8	1000	GTEx missing	FastGxC	p.value_T5	0.01	0.0038331172927587	0.0161668827072413	No Heterogeneity	No shared
2	null	0.2	698	8	1000	GTEx missing	FastGxC	p.value_T6	0.007	0.00183260411206526	0.0121673958879347	No Heterogeneity	No shared
2	null	0.2	698	8	1000	GTEx missing	FastGxC	p.value_T7	0.007	0.00183260411206526	0.0121673958879347	No Heterogeneity	No shared
2	null	0.2	698	8	1000	GTEx missing	FastGxC	p.value_T8	0.008	0.00247860369100093	0.0135213963089991	No Heterogeneity	No shared
2	null	0.2	698	8	1000	GTEx missing	FastGxC	p.value_T1_nominal	0.053	0.0391145162248678	0.0668854837751322	No Heterogeneity	No shared
2	null	0.2	698	8	1000	GTEx missing	FastGxC	p.value_T2_nominal	0.054	0.0399915353305104	0.0680084646694896	No Heterogeneity	No shared
2	null	0.2	698	8	1000	GTEx missing	FastGxC	p.value_T3_nominal	0.051	0.0373646501525346	0.0646353498474654	No Heterogeneity	No shared
2	null	0.2	698	8	1000	GTEx missing	FastGxC	p.value_T4_nominal	0.057	0.0426305096446976	0.0713694903553025	No Heterogeneity	No shared
2	null	0.2	698	8	1000	GTEx missing	FastGxC	p.value_T5_nominal	0.058	0.0435126971410326	0.0724873028589674	No Heterogeneity	No shared
2	null	0.2	698	8	1000	GTEx missing	FastGxC	p.value_T6_nominal	0.049	0.0356206076526052	0.0623793923473948	No Heterogeneity	No shared
2	null	0.2	698	8	1000	GTEx missing	FastGxC	p.value_T7_nominal	0.051	0.0373646501525346	0.0646353498474654	No Heterogeneity	No shared
2	null	0.2	698	8	1000	GTEx missing	FastGxC	p.value_T8_nominal	0.051	0.0373646501525346	0.0646353498474654	No Heterogeneity	No shared
3	null	0.4	698	8	1000	GTEx missing	FastGxC	global_eQTL	0.066	0.0506115989283204	0.0813884010716796	No Heterogeneity	No shared
3	null	0.4	698	8	1000	GTEx missing	FastGxC	global_eQTL_unadjusted	0.12	0.0998590454182206	0.140140954581779	No Heterogeneity	No shared
3	null	0.4	698	8	1000	GTEx missing	FastGxC	global	0.068	0.0523969139520315	0.0836030860479686	No Heterogeneity	No shared
3	null	0.4	698	8	1000	GTEx missing	FastGxC	p.value_T1	0.01	0.0038331172927587	0.0161668827072413	No Heterogeneity	No shared
3	null	0.4	698	8	1000	GTEx missing	FastGxC	p.value_T2	0.012	0.00525134563204267	0.0187486543679573	No Heterogeneity	No shared
3	null	0.4	698	8	1000	GTEx missing	FastGxC	p.value_T3	0.011	0.00453538628297627	0.0174646137170237	No Heterogeneity	No shared
3	null	0.4	698	8	1000	GTEx missing	FastGxC	p.value_T4	0.007	0.00183260411206526	0.0121673958879347	No Heterogeneity	No shared
3	null	0.4	698	8	1000	GTEx missing	FastGxC	p.value_T5	0.005	0.000628357558885532	0.00937164244111447	No Heterogeneity	No shared
3	null	0.4	698	8	1000	GTEx missing	FastGxC	p.value_T6	0.011	0.00453538628297627	0.0174646137170237	No Heterogeneity	No shared
3	null	0.4	698	8	1000	GTEx missing	FastGxC	p.value_T7	0.014	0.00671800181537638	0.0212819981846236	No Heterogeneity	No shared
3	null	0.4	698	8	1000	GTEx missing	FastGxC	p.value_T8	0.009	0.00314662736349625	0.0148533726365038	No Heterogeneity	No shared
3	null	0.4	698	8	1000	GTEx missing	FastGxC	p.value_T1_nominal	0.067	0.0515037607033058	0.0824962392966942	No Heterogeneity	No shared
3	null	0.4	698	8	1000	GTEx missing	FastGxC	p.value_T2_nominal	0.062	0.0470532987192395	0.0769467012807605	No Heterogeneity	No shared
3	null	0.4	698	8	1000	GTEx missing	FastGxC	p.value_T3_nominal	0.057	0.0426305096446976	0.0713694903553025	No Heterogeneity	No shared
3	null	0.4	698	8	1000	GTEx missing	FastGxC	p.value_T4_nominal	0.053	0.0391145162248678	0.0668854837751322	No Heterogeneity	No shared
3	null	0.4	698	8	1000	GTEx missing	FastGxC	p.value_T5_nominal	0.044	0.0312883075936492	0.0567116924063508	No Heterogeneity	No shared
3	null	0.4	698	8	1000	GTEx missing	FastGxC	p.value_T6_nominal	0.059	0.0443960980465453	0.0736039019534547	No Heterogeneity	No shared
3	null	0.4	698	8	1000	GTEx missing	FastGxC	p.value_T7_nominal	0.05	0.0364918804423795	0.0635081195576206	No Heterogeneity	No shared
3	null	0.4	698	8	1000	GTEx missing	FastGxC	p.value_T8_nominal	0.04	0.0278545474059361	0.0521454525940639	No Heterogeneity	No shared
4	null	0.6	698	8	1000	GTEx missing	FastGxC	global_eQTL	0.052	0.0382388752630849	0.0657611247369151	No Heterogeneity	No shared
4	null	0.6	698	8	1000	GTEx missing	FastGxC	global_eQTL_unadjusted	0.102	0.0832420080461607	0.120757991953839	No Heterogeneity	No shared
4	null	0.6	698	8	1000	GTEx missing	FastGxC	global	0.067	0.0515037607033058	0.0824962392966942	No Heterogeneity	No shared
4	null	0.6	698	8	1000	GTEx missing	FastGxC	p.value_T1	0.006	0.00121351272783268	0.0107864872721673	No Heterogeneity	No shared
4	null	0.6	698	8	1000	GTEx missing	FastGxC	p.value_T2	0.01	0.0038331172927587	0.0161668827072413	No Heterogeneity	No shared
4	null	0.6	698	8	1000	GTEx missing	FastGxC	p.value_T3	0.008	0.00247860369100093	0.0135213963089991	No Heterogeneity	No shared
4	null	0.6	698	8	1000	GTEx missing	FastGxC	p.value_T4	0.004	8.79197424330123e-05	0.00791208025756699	No Heterogeneity	No shared
4	null	0.6	698	8	1000	GTEx missing	FastGxC	p.value_T5	0.01	0.0038331172927587	0.0161668827072413	No Heterogeneity	No shared
4	null	0.6	698	8	1000	GTEx missing	FastGxC	p.value_T6	0.009	0.00314662736349625	0.0148533726365038	No Heterogeneity	No shared
